themostnotorioustalkerrunstheworldsgreatestclan,https://sevenseasentertainment.com/audio_books/the-most-notorious-talker-runs-the-worlds-greatest-clan-audiobook-vol-1/,Seven Seas Entertainment,The Most Notorious “Talker” Runs the World's Greatest Clan,1,Audiobook,,2025-08-14
themostnotorioustalkerrunstheworldsgreatestclan,https://sevenseasentertainment.com/audio_books/the-most-notorious-talker-runs-the-worlds-greatest-clan-audiobook-vol-2/,Seven Seas Entertainment,The Most Notorious “Talker” Runs the World's Greatest Clan,2,Audiobook,,2025-12-11
themostnotorioustalkerrunstheworldsgreatestclan,https://sevenseasentertainment.com/audio_books/the-most-notorious-talker-runs-the-worlds-greatest-clan-audiobook-vol-3/,Seven Seas Entertainment,The Most Notorious “Talker” Runs the World's Greatest Clan,3,Audiobook,,2026-01-08
thenpcsinthisvillagesimgamemustbereal,https://sevenseasentertainment.com/audio_books/the-npcs-in-this-village-sim-game-must-be-real-audiobook-vol-1/,Seven Seas Entertainment,The NPCs in this Village Sim Game Must Be Real!,1,Audiobook,,2024-10-24
thenpcsinthisvillagesimgamemustbereal,https://sevenseasentertainment.com/audio_books/the-npcs-in-this-village-sim-game-must-be-real-audiobook-vol-2/,Seven Seas Entertainment,The NPCs in this Village Sim Game Must Be Real!,2,Audiobook,,2024-11-21
thenpcsinthisvillagesimgamemustbereal,https://sevenseasentertainment.com/audio_books/the-npcs-in-this-village-sim-game-must-be-real-audiobook-vol-3/,Seven Seas Entertainment,The NPCs in this Village Sim Game Must Be Real!,3,Audiobook,,2024-12-19
theobsessedmageandhisbelovedstatuebrideshecannotresisthisseductivevoice,https://sevenseasentertainment.com/audio_books/the-obsessed-mage-and-his-beloved-statue-bride-she-cannot-resist-his-seductive-voice-audiobook/,Seven Seas Entertainment,The Obsessed Mage and His Beloved Statue Bride: She Cannot Resist His Seductive Voice,1,Audiobook,,2025-11-27
theotherworldsbooksdependonthebeancounter,https://yenpress.com/titles/9798855431261-the-other-world-s-books-depend-on-the-bean-counter-vol-1,Yen Press,The Other World's Books Depend on the Bean Counter,1,Audio,9798855431261,2025-12-09
theotherworldsbooksdependonthebeancounter,https://yenpress.com/titles/9798855431278-the-other-world-s-books-depend-on-the-bean-counter-vol-2,Yen Press,The Other World's Books Depend on the Bean Counter,2,Audio,9798855431278,2026-03-17
theotherworldsbooksdependonthebeancounter,https://yenpress.com/titles/9798855431285-the-other-world-s-books-depend-on-the-bean-counter-vol-3,Yen Press,The Other World's Books Depend on the Bean Counter,3,Audio,9798855431285,2026-06-09
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2001,One Peace Books,The Rising of the Shield Hero,1,Audiobook,,2021-06-15
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2002,One Peace Books,The Rising of the Shield Hero,2,Audiobook,,2022-05-03
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2003,One Peace Books,The Rising of the Shield Hero,3,Audiobook,,2022-07-19
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2004,One Peace Books,The Rising of the Shield Hero,4,Audiobook,,2022-11-22
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2005,One Peace Books,The Rising of the Shield Hero,5,Audiobook,,2023-04-18
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2006,One Peace Books,The Rising of the Shield Hero,6,Audiobook,,2023-08-01
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2007,One Peace Books,The Rising of the Shield Hero,7,Audiobook,,2023-11-14
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2008,One Peace Books,The Rising of the Shield Hero,8,Audiobook,,2024-02-13
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2009,One Peace Books,The Rising of the Shield Hero,9,Audiobook,,2024-05-07
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2010,One Peace Books,The Rising of the Shield Hero,10,Audiobook,,2024-08-13
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2011,One Peace Books,The Rising of the Shield Hero,11,Audiobook,,2024-11-05
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2012,One Peace Books,The Rising of the Shield Hero,12,Audiobook,,2025-02-04
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2013,One Peace Books,The Rising of the Shield Hero,13,Audiobook,,2025-05-13
therisingoftheshieldhero,https://global.bookwalker.jp/ded0063ea1-7520-4b03-b956-324f8ce0f853/,One Peace Books,The Rising of the Shield Hero,14,Audiobook,9781642735567,2025-08-28
therisingoftheshieldhero,https://www.onepeacebooks.com/jt/ShieldHeroLNV.html#:~:text=The%20Rising%20of%20the%20Shield%20Hero%20Volume%2015,One Peace Books,The Rising of the Shield Hero,15,Audiobook,,2025-11-18
thesagaoftanyatheevil,https://yenpress.com/titles/9781975337452-the-saga-of-tanya-the-evil-vol-1,Yen Press,The Saga of Tanya the Evil,1,Audio,9781975337452,2021-11-16
thesagaoftanyatheevil,https://yenpress.com/titles/9781975338381-the-saga-of-tanya-the-evil-vol-2,Yen Press,The Saga of Tanya the Evil,2,Audio,9781975338381,2022-01-11
thesagaoftanyatheevil,https://yenpress.com/titles/9781975338374-the-saga-of-tanya-the-evil-vol-3,Yen Press,The Saga of Tanya the Evil,3,Audio,9781975338374,2022-03-15
thesagaoftanyatheevil,https://yenpress.com/titles/9781975338398-the-saga-of-tanya-the-evil-vol-4,Yen Press,The Saga of Tanya the Evil,4,Audio,9781975338398,2022-07-05
thesagaoftanyatheevil,https://yenpress.com/titles/9781975346928-the-saga-of-tanya-the-evil-vol-5,Yen Press,The Saga of Tanya the Evil,5,Audio,9781975346928,2022-10-11
thesagaoftanyatheevil,https://yenpress.com/titles/9781975346935-the-saga-of-tanya-the-evil-vol-6,Yen Press,The Saga of Tanya the Evil,6,Audio,9781975346935,2023-02-14
thesagaoftanyatheevil,https://yenpress.com/titles/9781975346942-the-saga-of-tanya-the-evil-vol-7,Yen Press,The Saga of Tanya the Evil,7,Audio,9781975346942,2023-05-16
thesagaoftanyatheevil,https://yenpress.com/titles/9781975346959-the-saga-of-tanya-the-evil-vol-8,Yen Press,The Saga of Tanya the Evil,8,Audio,9781975346959,2023-09-12
thesagaoftanyatheevil,https://yenpress.com/titles/9781975389819-the-saga-of-tanya-the-evil-vol-9,Yen Press,The Saga of Tanya the Evil,9,Audio,9781975389819,2024-01-16
thesagaoftanyatheevil,https://yenpress.com/titles/9781975399306-the-saga-of-tanya-the-evil-vol-10,Yen Press,The Saga of Tanya the Evil,10,Audio,9781975399306,2024-05-14
thesagaoftanyatheevil,https://yenpress.com/titles/9781975399313-the-saga-of-tanya-the-evil-vol-11,Yen Press,The Saga of Tanya the Evil,11,Audio,9781975399313,2024-07-16
thesagaoftanyatheevil,https://yenpress.com/titles/9781975399320-the-saga-of-tanya-the-evil-vol-12,Yen Press,The Saga of Tanya the Evil,12,Audio,9781975399320,2024-10-15
thesagaoftanyatheevil,https://yenpress.com/titles/9798855418217-the-saga-of-tanya-the-evil-vol-13,Yen Press,The Saga of Tanya the Evil,13,Audio,9798855418217,2025-02-11
thesagaoftanyatheevil,https://yenpress.com/titles/9798855418224-the-saga-of-tanya-the-evil-vol-14,Yen Press,The Saga of Tanya the Evil,14,Audio,9798855418224,2025-10-21
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-1/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,1,Audiobook,,2023-06-20
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-2/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,2,Audiobook,,2023-07-06
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-3/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,3,Audiobook,,2023-10-05
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-4/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,4,Audiobook,,2023-11-02
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-5/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,5,Audiobook,,2023-12-14
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-6/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,6,Audiobook,,2024-01-11
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-7/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,7,Audiobook,,2024-02-15
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-8/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,8,Audiobook,,2024-03-14
thesaintsmagicpowerisomnipotent,https://sevenseasentertainment.com/audio_books/the-saints-magic-power-audiobook-vol-9/,Seven Seas Entertainment,The Saint's Magic Power is Omnipotent,9,Audiobook,,2024-05-16
thesamuraiandtheprisoner,https://yenpress.com/titles/9781975368203-the-samurai-and-the-prisoner,Yen Press,The Samurai and the Prisoner,1,Audio,9781975368203,2023-09-12
thetooperfectsainttossedasidebymyfianceandsoldtoanotherkingdom,https://sevenseasentertainment.com/audio_books/the-too-perfect-saint-tossed-aside-by-my-fiance-and-sold-to-another-kingdom-audiobook-vol-1/,Seven Seas Entertainment,The Too-Perfect Saint: Tossed Aside By My Fiancé and Sold to Another Kingdom,1,Audiobook,,2025-10-16
thetooperfectsainttossedasidebymyfianceandsoldtoanotherkingdom,https://sevenseasentertainment.com/audio_books/the-too-perfect-saint-tossed-aside-by-my-fiance-and-sold-to-another-kingdom-audiobook-vol-2/,Seven Seas Entertainment,The Too-Perfect Saint: Tossed Aside By My Fiancé and Sold to Another Kingdom,2,Audiobook,,2026-01-08
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-1/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,1,Audiobook,,2024-07-18
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-2/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,2,Audiobook,,2024-08-15
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-3/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,3,Audiobook,,2024-09-19
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-4/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,4,Audiobook,,2024-10-17
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-5/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,5,Audiobook,,2024-11-28
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-6/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,6,Audiobook,,2024-12-26
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-7/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,7,Audiobook,,2025-01-30
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-8/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,8,Audiobook,,2025-03-27
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-9/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,9,Audiobook,,2025-05-29
theweakesttamerbeganajourneytopickuptrash,https://sevenseasentertainment.com/audio_books/the-weakest-tamer-began-a-journey-to-pick-up-trash-audiobook-vol-10/,Seven Seas Entertainment,The Weakest Tamer Began a Journey to Pick Up Trash,10,Audiobook,,2025-09-18
theworldsfastestlevelup,https://sevenseasentertainment.com/audio_books/the-worlds-fastest-level-up-audiobook-vol-1/,Seven Seas Entertainment,The World's Fastest Level Up,1,Audiobook,,2024-01-18
theworldsfastestlevelup,https://sevenseasentertainment.com/audio_books/the-worlds-fastest-level-up-audiobook-vol-2/,Seven Seas Entertainment,The World's Fastest Level Up,2,Audiobook,,2024-03-21
theworldsfastestlevelup,https://sevenseasentertainment.com/audio_books/the-worlds-fastest-level-up-audiobook-vol-3/,Seven Seas Entertainment,The World's Fastest Level Up,3,Audiobook,,2024-04-18
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-1/,Seven Seas Entertainment,Toradora!,1,Audiobook,,2024-08-08
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-2/,Seven Seas Entertainment,Toradora!,2,Audiobook,,2024-09-12
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-3/,Seven Seas Entertainment,Toradora!,3,Audiobook,,2024-10-10
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-4/,Seven Seas Entertainment,Toradora!,4,Audiobook,,2025-02-13
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-5/,Seven Seas Entertainment,Toradora!,5,Audiobook,,2025-04-10
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-6/,Seven Seas Entertainment,Toradora!,6,Audiobook,,2025-05-08
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-7/,Seven Seas Entertainment,Toradora!,7,Audiobook,,2025-09-04
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-8/,Seven Seas Entertainment,Toradora!,8,Audiobook,,2025-10-02
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-9/,Seven Seas Entertainment,Toradora!,9,Audiobook,,2025-12-04
toradora,https://sevenseasentertainment.com/audio_books/toradora-audiobook-vol-10/,Seven Seas Entertainment,Toradora!,10,Audiobook,,2026-01-01
trappedinadatingsimtheworldofotomegamesistoughformobs,https://sevenseasentertainment.com/audio_books/trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs-audiobook-vol-1/,Seven Seas Entertainment,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,1,Audiobook,,2024-10-31
trappedinadatingsimtheworldofotomegamesistoughformobs,https://sevenseasentertainment.com/audio_books/trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs-audiobook-vol-2/,Seven Seas Entertainment,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,2,Audiobook,,2024-12-12
trappedinadatingsimtheworldofotomegamesistoughformobs,https://sevenseasentertainment.com/audio_books/trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs-audiobook-vol-3/,Seven Seas Entertainment,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,3,Audiobook,,2025-03-13
trappedinadatingsimtheworldofotomegamesistoughformobs,https://sevenseasentertainment.com/audio_books/trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs-audiobook-vol-4/,Seven Seas Entertainment,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,4,Audiobook,,2025-07-10
trappedinadatingsimtheworldofotomegamesistoughformobs,https://sevenseasentertainment.com/audio_books/trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs-audiobook-vol-5/,Seven Seas Entertainment,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,5,Audiobook,,2025-09-11
trappedinadatingsimtheworldofotomegamesistoughformobs,https://sevenseasentertainment.com/audio_books/trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs-audiobook-vol-6/,Seven Seas Entertainment,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,6,Audiobook,,2025-10-09
trappedinadatingsimtheworldofotomegamesistoughformobs,https://sevenseasentertainment.com/audio_books/trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs-audiobook-vol-7/,Seven Seas Entertainment,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,7,Audiobook,,2025-11-13
trappedinadatingsimtheworldofotomegamesistoughformobs,https://sevenseasentertainment.com/audio_books/trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs-audiobook-vol-8/,Seven Seas Entertainment,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,8,Audiobook,,2026-01-08
truelovefadesawaywhenthecontractends,https://sevenseasentertainment.com/audio_books/true-love-fades-away-when-the-contract-ends-one-star-in-the-night-sky-audiobook-volume-1/,Seven Seas Entertainment,True Love Fades Away When the Contract Ends – One Star in the Night Sky,1,Audiobook,,2024-11-14
truelovefadesawaywhenthecontractends,https://sevenseasentertainment.com/audio_books/true-love-fades-away-when-the-contract-ends-music-of-the-flower-gardens-and-heavens-audiobook-volume-2/,Seven Seas Entertainment,True Love Fades Away When the Contract Ends – Music of the Flower Gardens and Heavens,2,Audiobook,,2025-05-01
unnamedmemory,https://yenpress.com/titles/9798855430073-unnamed-memory-vol-1,Yen Press,Unnamed Memory,1,Audio,9798855430073,2026-01-13
unnamedmemory,https://yenpress.com/titles/9798855430080-unnamed-memory-vol-2,Yen Press,Unnamed Memory,2,Audio,9798855430080,2026-04-21
vampirehunterd,https://global.bookwalker.jp/de0ed961c1-ca72-4ed0-91a7-3d1bbdb7acb7/,J-Novel Club,Vampire Hunter D,1,Audiobook,9781666166446,2025-12-16
vampirehunterd,https://global.bookwalker.jp/de34def3d6-260c-4826-8e50-49751ce94364/,J-Novel Club,Vampire Hunter D: Raiser of Gales,2,Audiobook,9781666166460,2025-12-16
vampirehunterd,https://global.bookwalker.jp/de5d380248-ef5c-4c43-b138-efaa516e6356/,J-Novel Club,Vampire Hunter D: Demon Deathchase,3,Audiobook,9781666166484,2025-12-16
vampirehunterd,https://global.bookwalker.jp/de35cb5126-b826-4d78-ba50-b2cd1bf50597/,J-Novel Club,Vampire Hunter D: Tale of the Dead Town,4,Audiobook,9781666166507,2025-12-16
vampirehunterd,https://global.bookwalker.jp/deeaf5049a-13a2-46ad-bc11-75ccba9f3189/,J-Novel Club,Vampire Hunter D: The Stuff of Dreams,5,Audiobook,9781666166521,2025-12-16
vampirehunterd,https://global.bookwalker.jp/de79614e64-dab6-447a-83e6-cba173f888c4/,J-Novel Club,Vampire Hunter D: Pilgrimage of the Sacred and the Profane,6,Audiobook,9798350814828,2025-12-16
vampirehunterd,https://global.bookwalker.jp/de41a257fb-d817-49ac-bfb3-07f4a1dc2f6d/,J-Novel Club,Vampire Hunter D: Mysterious Journey to the North Sea: Part One,7,Audiobook,9798350814842,2025-12-16
vampirehunterd,https://global.bookwalker.jp/de3cb2e7a2-6aae-43d8-abdd-47a0db300c8b/,J-Novel Club,Vampire Hunter D: Mysterious Journey to the North Sea: Part Two,8,Audiobook,9798350814866,2025-12-16
villainsaredestinedtodie,https://yenpress.com/titles/9798400903571-villains-are-destined-to-die-novel-vol-1,Yen Press,Villains Are Destined to Die,1,Audio,9798400903571,2025-08-26
villainsaredestinedtodie,https://yenpress.com/titles/9798400903632-villains-are-destined-to-die-novel-vol-3,Yen Press,Villains Are Destined to Die,3,Audio,9798400903632,2026-05-12
weatheringwithyou,https://yenpress.com/titles/9781975397982-weathering-with-you,Yen Press,Weathering With You,1,Audio,9781975397982,2024-10-15
witchandmercenary,https://sevenseasentertainment.com/audio_books/witch-and-mercenary-audiobook-vol-1/,Seven Seas Entertainment,Witch and Mercenary,1,Audiobook,,2024-10-31
witchandmercenary,https://sevenseasentertainment.com/audio_books/witch-and-mercenary-audiobook-vol-2/,Seven Seas Entertainment,Witch and Mercenary,2,Audiobook,,2025-04-24
witchandmercenary,https://sevenseasentertainment.com/audio_books/witch-and-mercenary-audiobook-vol-3/,Seven Seas Entertainment,Witch and Mercenary,3,Audiobook,,2025-06-19
witchandmercenary,https://sevenseasentertainment.com/audio_books/witch-and-mercenary-audiobook-vol-4/,Seven Seas Entertainment,Witch and Mercenary,4,Audiobook,,2025-09-18
yamihara,https://yenpress.com/titles/9781975388119-yami-hara,Yen Press,Yami-hara,1,Audio,9781975388119,2023-11-14
yourname,https://yenpress.com/titles/9781975397975-your-name,Yen Press,your name.,1,Audio,9781975397975,2024-07-16
